대표슈퍼코드,대표슈퍼명,판매처코드,판매처명
6140209,■帆栄物流,1303648,三菱食品株式会社開発本部ネット事業部
6140418,■ワタミ株式会社,1301656,三井物産流通グループ株式会社業務用食材本部卸営業部
6140419,■株式会社テーオーリテイリング,1303297,三井物産流通グループ株式会社北海道支社食品営業部
6140420,■株式会社ジョイマート,1300008,加藤産業株式会社東関東支社千葉支店
6140421,■株式会社あんり,1302036,国分西日本株式会社山陰支店
6140422,■株式会社ミック・ジャパン,1300011,加藤産業株式会社北近畿支社北大阪支店
6140784,■株式会社コヅチ,1300806,加藤産業株式会社北関東支社新潟支店
6140786,■有限会社小松屋,1300057,旭食品株式会社関東支店北関東営業所
6140787,■株式会社ツジヤ,1301625,旭食品株式会社京都支店
6140789,■株式会社ハピネス,1301619,旭食品株式会社宮崎営業所
6143169,■アールシーロジスティクス株式会社,1301627,旭食品株式会社神戸支店
6143171,■株式会社平井中村屋,1300154,国分首都圏株式会社
6143172,■株式会社大三乾物,1300055,旭食品株式会社松山支店
6143774,■ゴダイ株式会社,1300019,加藤産業株式会社西近畿支社神姫支店
6143874,■株式会社みしまや,1301616,*旭食品株式会社境港支店
6143875,■間口ロジスティクス株式会社,1304054,三菱食品株式会社ＣＶＳ本部関西
6143876,■ユタカ物流株式会社,1300190,コゲツ産業（株）北九州支店
6144139,■株式会社玉商（タマノヤ酒販）,1300062,伊藤忠食品株式会社東海営業本部
6144140,■株式会社なかやま牧場,1300028,加藤産業株式会社中四国支社広島支店
6144374,■株式会社エコス,1300061,伊藤忠食品株式会社東日本営業部
6144375,■株式会社たいらや,1300061,伊藤忠食品株式会社東日本営業部
6144376,■株式会社マスダ,1300061,伊藤忠食品株式会社東日本営業部
6144377,■株式会社サトウグループ,1300007,加藤産業株式会社東北支社仙台支店
6144694,■株式会社荒木商店,1301369,株式会社日本アクセス姫路支店
6144701,■スーパーあおき,1301572,株式会社日本アクセス福岡支店
6144702,■Uber Japan株式会社,1301402,三菱食品株式会社広域流通本部広域営業グループ
6144988,■株式会社ファインズファルマ,1300163,国分中部株式会社
6144989,■株式会社MonotaRO,1303189,ヤマエ久野株式会社大阪支店食品課
6144990,■株式会社サイキ,1301572,株式会社日本アクセス福岡支店
6144991,■株式会社おーばん,1303714,株式会社日本アクセス郡山支店
6145384,■株式会社エーコープ近畿,1300170,国分中部株式会社伊勢支店
6146469,■株式会社金市商店,1301625,旭食品株式会社京都支店
6146470,■株式会社戸村精肉本店,1301659,三井物産流通グループ株式会社九州支社北部九州営業室
6147729,■株式会社ハシドラッグ,1300199,ボーキ佐藤株式会社郡山支店
6148219,■株式会社スーパーアルプス,1301916,君沢サンヨー株式会社
6149679,■株式会社長野県A・コープ,1300022,加藤産業株式会社中部支社名古屋支店
6149939,■有限会社三和綜合食品,1300773,ヤマエ久野株式会社食品福岡支店
6150529,■株式会社清水商店,1303714,株式会社日本アクセス郡山支店
6150704,■コンパスグループ・ジャパン株式会社,1303283,国分Ｇ本社株式会社ＦＳ事業部
6151804,■株式会社ぎゅーとら,1306336,株式会社山星屋中部支店
6152025,■株式会社本間青果,1300007,加藤産業株式会社東北支社仙台支店
6152229,■ナイスムラカミ,1300182,広川株式会社営業本部
6152384,■株式会社花正,1300193,株式会社花正
6152385,■株式会社駿河屋魚一,1303013,三井物産流通グループ株式会社中部支社中部営業部
6152386,■株式会社カーニバル,1300190,コゲツ産業（株）北九州支店
6152387,■株式会社さくらみくら,1300015,加藤産業株式会社北関東支社埼玉支店
6152389,■株式会社三和物産,1301608,加藤産業株式会社東北支社秋田支店
6152390,■晴れの国岡山農業協同組合,1301615,旭食品株式会社中国支店
6152391,■株式会社葵商事,1300058,旭食品株式会社関東支店
6152392,■オーディーユージャパン株式会社,1300029,今津株式会社
6152393,■有限会社ＨＲウェルス,1300055,旭食品株式会社松山支店
6152396,■株式会社大屋,1300050,旭食品株式会社中四国支社高知支店
6152397,■株式会社関西シジシー,1305013,旭食品株式会社大阪支店
6152399,■株式会社丸コマルコストアー,1301421,国分北海道株式会社
6152400,■ＡＴＥ株式会社,1300152,国分九州株式会社
6152401,■株式会社Aコープ東日本,1300363,国分首都圏株式会社第二支社西東京支店
6152403,■めぐみの農業協同組合,1303013,三井物産流通グループ株式会社中部支社中部営業部
6152405,■株式会社マルエー,1300633,カナカン株式会社金沢支店食品金沢営業所
6152410,■アメリカンG,1301850,ヤマエ久野株式会社熊本支店食品課
6152411,■アルビス株式会社,1300184,カナカン株式会社食品富山営業所
6152412,■エイケイアール食品,1303189,ヤマエ久野株式会社大阪支店食品課
6152413,■株式会社エスマート,1300032,藤徳物産株式会社岡山支店
6152415,■有限会社大松支店(オオマツフード),1300062,伊藤忠食品株式会社東海営業本部
6152416,■おきなわ農業協同組合,1301748,株式会社湧川商会
6152417,■おてんとさん,1302651,ボーキ佐藤株式会社仙台支店（千坂）
6152418,■かわべ,1300032,藤徳物産株式会社岡山支店
6152419,■ガンピー,1300077,株式会社大物
6152420,■キムラ,1302952,丸大堀内株式会社山形支店
6152421,■キラヤ,1300204,株式会社マルイチ産商食品事業部飯田支店
6152422,■株式会社クスリのサンロード,1300205,〇株式会社マルイチ産商商品事業部松本支店
6152423,■グラントマト株式会社,1300199,ボーキ佐藤株式会社郡山支店
6152424,■ケント福島,1300077,株式会社大物
6152426,■コープ近畿事業連合,1300153,国分西日本株式会社近畿支社
6152427,■コープ北陸事業連合,1300633,カナカン株式会社金沢支店食品金沢営業所
6152428,■コストコホールセールジャパン株式会社,1303560,コストコホールセールジャパン株式会社
6152429,■こみね商店,1301748,株式会社湧川商会
6152431,■サヌキヤ,1300032,藤徳物産株式会社岡山支店
6152432,■サンシールさの,1301853,ヤマエ久野株式会社宮崎支店食品課
6152433,■サンストア,1301852,ヤマエ久野株式会社大分支店食品課
6152434,■サンダイコー,1300077,株式会社大物
6152435,■サンマリ,1301279,丸大堀内(株）みやぎ支店
6152437,■シミズヤ,1301365,三菱食品（株）営業第二本部長岡支店
6152438,■株式会社ジャコム石川,1300633,カナカン株式会社金沢支店食品金沢営業所
6152440,■宍戸青果株式会社(スーパーシシド),1302651,ボーキ佐藤株式会社仙台支店（千坂）
6152443,■スーパー大津,1300206,●株式会社マルイチ産商食品事業部長野支店
6152444,■セイコーマート,1305405,株式会社セイコーフレッシュフーズ茨城配送センター
6152445,■ダイゼン,1301421,国分北海道株式会社
6152446,■タカギ三条,1300077,株式会社大物
6152447,■タカシマヤ,1300032,藤徳物産株式会社岡山支店
6152451,■とりわか食品工業,1300031,国分西日本株式会社岡山支店
6152454,■ニュー直江,1300152,国分九州株式会社
6152455,■ハウディ,1300077,株式会社大物
6152456,■バザール,1301282,ボーキ佐藤株式会社秋田支店
6152457,■パメラ2,1300049,国分西日本株式会社山口支店
6152458,■ピープルズ,1300136,株式会社サンヨー堂大阪支店
6152459,■ひかり商事株式会社,1301748,株式会社湧川商会
6152460,■ビッグハウス,1300182,広川株式会社営業本部
6152461,■ファミリーストアさとう,1303013,三井物産流通グループ株式会社中部支社中部営業部
6152462,■フーコット,1300167,国分関信越株式会社埼玉支店
6152463,■フーズマーケットメイト,1300182,広川株式会社営業本部
6152464,■フジサン,1300033,藤徳物産株式会社福山支店
6152465,■フジ物産株式会社,1302957,国分中部株式会社静岡支店
6152466,■ホームセンタータバタ,1301748,株式会社湧川商会
6152468,■マークスＨＤ和興,1300195,ボーキ佐藤株式会社仙台支店
6152469,■株式会社マイヤ(マークスグループ),1300679,ボーキ佐藤株式会社盛岡支店
6152470,■マイJPN,1300077,株式会社大物
6152471,■マグフーズ,1300062,伊藤忠食品株式会社東海営業本部
6152472,■マックスバリュ西日本株式会社ザ・ビッグ,1300019,加藤産業株式会社西近畿支社神姫支店
6152474,■まるきスーパー,1301748,株式会社湧川商会
6152475,■マルコク株式会社,1300633,カナカン株式会社金沢支店食品金沢営業所
6152476,■マルサム株式会社,1300184,カナカン株式会社食品富山営業所
6152477,■マルチ山本,1300077,株式会社大物
6152478,■マルヤス食品,1300114,株式会社昭和加工食品部
6152479,■ミサトフーズ,1301282,ボーキ佐藤株式会社秋田支店
6152481,■みつい,1303045,ヤマエ久野株式会社長崎支店食品課
6152482,■モウリ,1300182,広川株式会社営業本部
6152483,■ヤマダ商店,1303189,ヤマエ久野株式会社大阪支店食品課
6152484,■ヤマナカ,1300062,伊藤忠食品株式会社東海営業本部
6152485,■ユーホー,1300033,藤徳物産株式会社福山支店
6152486,■レオ食品株式会社,1300195,ボーキ佐藤株式会社仙台支店
6152487,■ワールド企画,1301283,ボーキ佐藤株式会社八戸営業所
6152488,■ワタキューセイモア株式会社,1303929,カナカン株式会社長野営業所
6152489,■ワンステップ,1300077,株式会社大物
6152490,■愛知県経済農業協同組合連合会,1300062,伊藤忠食品株式会社東海営業本部
6152491,■渥美フーズ,1300142,株式会社トーカン
6152493,■伊勢屋ガリバー,1302957,国分中部株式会社静岡支店
6152494,■栄幸　,1300077,株式会社大物
6152495,■奥田商店,1300077,株式会社大物
6152496,■下呂食料品中央卸市場,1303013,三井物産流通グループ株式会社中部支社中部営業部
6152497,■株式会社Ｆａｃｉｏ,1301625,旭食品株式会社京都支店
6152498,■株式会社ＭＡＮＰＯＷ ＦＯＯＤＳ,1300184,カナカン株式会社食品富山営業所
6152499,■株式会社アオキスーパー,1300114,株式会社昭和加工食品部
6152503,■株式会社いちい,1300068,ボーキ佐藤株式会社福島営業所
6152504,■株式会社イチコ,1300206,●株式会社マルイチ産商食品事業部長野支店
6152505,■株式会社いっちょう,1300824,国分関信越株式会社群馬支社
6152506,■株式会社イワサキ,1300152,国分九州株式会社
6152507,■株式会社ウジエスーパー,1300195,ボーキ佐藤株式会社仙台支店
6152509,■株式会社エコス与野フード,1300061,伊藤忠食品株式会社東日本営業部
6152510,■株式会社エビスク,1300029,今津株式会社
6152511,■株式会社エフケイ,1300167,国分関信越株式会社埼玉支店
6152512,■株式会社エムズ,1300773,ヤマエ久野株式会社食品福岡支店
6152513,■株式会社オータニ,1300072,ボーキ佐藤株式会社北関東支店
6152515,■株式会社カクヤス,1300061,伊藤忠食品株式会社東日本営業部
6152516,■株式会社カドイケ,1301859,株式会社メイカングループ沼津支店
6152517,■株式会社カンセキ,1300820,国分関信越株式会社栃木支社
6152518,■株式会社キクコウストア,1300679,ボーキ佐藤株式会社盛岡支店
6152519,■株式会社キャメル珈琲,1303503,株式会社キャメル珈琲
6152521,■株式会社ゲオ,1301894,カナカン株式会社食品新潟営業所
6152522,■株式会社コープさばえ,1300995,カナカン株式会社食品福井営業所
6152523,■株式会社コープ東北,1300030,国分東北株式会社仙台支店
6152524,■株式会社コノミヤ関西,1300029,今津株式会社
6152526,■株式会社サカガミ,1300056,旭食品株式会社首都圏支店
6152527,■株式会社ザグザグ,1300032,藤徳物産株式会社岡山支店
6152528,■株式会社サンエー,1301994,国分九州株式会社沖縄支店
6152529,■株式会社ジョイフルサンアルファ,1303045,ヤマエ久野株式会社長崎支店食品課
6152531,■株式会社スーパーナショナル,1300029,今津株式会社
6152533,■株式会社スーパーラック,1301863,株式会社メイカングループ浜松本社
6152534,■株式会社スーパー森永,1300152,国分九州株式会社
6152535,■株式会社ダイイチ,1301421,国分北海道株式会社
6152538,■株式会社たかき,1302952,丸大堀内株式会社山形支店
6152539,■株式会社タカヤナギ,1301389,国分東北株式会社秋田支店
6152542,■株式会社ツルヤ,1300206,●株式会社マルイチ産商食品事業部長野支店
6152543,■株式会社テラタ,1301282,ボーキ佐藤株式会社秋田支店
6152544,■株式会社トップフーズ,1300152,国分九州株式会社
6152545,■株式会社とをしや薬局,1300205,〇株式会社マルイチ産商商品事業部松本支店
6152546,■株式会社ナナーズ,1303929,カナカン株式会社長野営業所
6152547,■株式会社ニシザワ,1300205,〇株式会社マルイチ産商商品事業部松本支店
6152548,■株式会社ニシムタ,1300137,株式会社サンヨー堂福岡支店
6152549,■株式会社ニッコー,1303189,ヤマエ久野株式会社大阪支店食品課
6152550,■株式会社ハピー,1300206,●株式会社マルイチ産商食品事業部長野支店
6152551,■株式会社ビーレイク,1300152,国分九州株式会社
6152553,■株式会社ビッグ富士,1301863,株式会社メイカングループ浜松本社
6152554,■株式会社ひらせいホームセンター,1301657,三井物産流通Ｇ（株）三井食品ユニット首都圏中央営業4室関信越
6152555,■株式会社フィールコーポレーション,1300062,伊藤忠食品株式会社東海営業本部
6152556,■株式会社フード三国,1300995,カナカン株式会社食品福井営業所
6152557,■株式会社ふく薬品,1301748,株式会社湧川商会
6152559,■株式会社フレスタ,1301843,中村角株式会社常温食品部
6152560,■株式会社フレッシュ マツヤ,1300161,国分関信越株式会社信越支社新潟支店
6152562,■株式会社ヘルスサポート,1300006,加藤産業株式会社九州支社福岡支店
6152563,■株式会社ベルプラスビッグプロ,1300679,ボーキ佐藤株式会社盛岡支店
6152564,■株式会社ホームセンターセブン,1301852,ヤマエ久野株式会社大分支店食品課
6152565,■株式会社ホクレン商事,1300122,日本アクセス北海道株式会社加工食品部
6152566,■株式会社まいづる百貨店,1301572,株式会社日本アクセス福岡支店
6152567,■株式会社まえだストア,1301853,ヤマエ久野株式会社宮崎支店食品課
6152569,■株式会社マルアイ,1305991,国分西日本(株)近畿支社兵庫支店
6152570,■株式会社マルキョウ,1300773,ヤマエ久野株式会社食品福岡支店
6152571,■株式会社マルショーフーズ,1300995,カナカン株式会社食品福井営業所
6152572,■株式会社みちのく流通システム,1300679,ボーキ佐藤株式会社盛岡支店
6152573,■株式会社みやはら,1300152,国分九州株式会社
6152574,■株式会社ミラックマツヤ,1302651,ボーキ佐藤株式会社仙台支店（千坂）
6152575,■株式会社ヤオコー,1300167,国分関信越株式会社埼玉支店
6152577,■株式会社やおふく,1300206,●株式会社マルイチ産商食品事業部長野支店
6152578,■株式会社ヤスサキ,1300995,カナカン株式会社食品福井営業所
6152581,■株式会社ヤマヒロ,1300199,ボーキ佐藤株式会社郡山支店
6152582,■株式会社ヤマヨ,1301283,ボーキ佐藤株式会社八戸営業所
6152583,■株式会社ヨドバシカメラ,1303838,日本酒類販売（株）流通本部流通第六支社
6152584,■株式会社リウボウストア,1301748,株式会社湧川商会
6152585,■株式会社ゑびすや商店,1300009,加藤産業株式会社東関東支社足立支店
6152586,■株式会社伊徳,1301389,国分東北株式会社秋田支店
6152587,■株式会社稲垣,1300136,株式会社サンヨー堂大阪支店
6152588,■株式会社永作,1300168,国分関信越株式会社茨城支社
6152590,■株式会社横浜ファーマシー,1301389,国分東北株式会社秋田支店
6152591,■株式会社岡谷生鮮市場,1304216,国分関信越株式会社信越支社長野支店
6152592,■株式会社丸井グループ,1300032,藤徳物産株式会社岡山支店
6152595,■株式会社丸大,1301748,株式会社湧川商会
6152596,■株式会社丸萬,1300202,ボーキ佐藤株式会社一関営業所
6152598,■株式会社岩崎宏健堂,1300049,国分西日本株式会社山口支店
6152599,■株式会社義津屋,1300062,伊藤忠食品株式会社東海営業本部
6152600,■株式会社魚はん,1301421,国分北海道株式会社
6152601,■株式会社玉木屋,1300679,ボーキ佐藤株式会社盛岡支店
6152602,■株式会社高木商会,1302957,国分中部株式会社静岡支店
6152603,■株式会社崎浜商店,1301748,株式会社湧川商会
6152604,■株式会社山京,1302036,国分西日本株式会社山陰支店
6152606,■株式会社神文ストア,1300172,国分東北株式会社山形支店
6152607,■株式会社静鉄ストア,1302957,国分中部株式会社静岡支店
6152608,■株式会社千葉セルコ,1301397,ユアサ・フナショク株式会社千葉支店
6152609,■株式会社川徳,1300679,ボーキ佐藤株式会社盛岡支店
6152610,■株式会社泉屋,1300150,株式会社サンヨー堂東京第一支店
6152611,■株式会社大津屋,1300995,カナカン株式会社食品福井営業所
6152612,■株式会社大楠屋,1300077,株式会社大物
6152613,■株式会社中国ＶＭＮ,1300182,広川株式会社営業本部
6152615,■株式会社長崎屋,1300177,丸大堀内株式会社八戸支店
6152616,■株式会社田子重,1302957,国分中部株式会社静岡支店
6152618,■株式会社東急ストアー,1300385,日清商事株式会社
6152619,■株式会社東光ストア,1301421,国分北海道株式会社
6152621,■JR北海道フレッシュキヨスク株式会社,1301669,三菱食品株式会社北海道支社加食営業部
6152622,■株式会社明和,1300152,国分九州株式会社
6152623,■株式会社綿半ホームエイド,1303929,カナカン株式会社長野営業所
6152625,■株式会社野嵩商会,1301748,株式会社湧川商会
6152626,■株式会社流通技研,1300822,国分東北株式会社盛岡支店
6152629,■株式会社宇佐美鉱油,1300062,伊藤忠食品株式会社東海営業本部
6152630,■丸栄商事,1303045,ヤマエ久野株式会社長崎支店食品課
6152631,■丸江,1300202,ボーキ佐藤株式会社一関営業所
6152632,■丸勢,1301850,ヤマエ久野株式会社熊本支店食品課
6152633,■丸政商事株式会社,1300137,株式会社サンヨー堂福岡支店
6152634,■宮崎市場,1300137,株式会社サンヨー堂福岡支店
6152635,■協同組合オクトフーズチェーン,1300152,国分九州株式会社
6152637,■玉寄スーパー,1301748,株式会社湧川商会
6152638,■金秀商事株式会社,1301748,株式会社湧川商会
6152640,■元気市場,1302952,丸大堀内株式会社山形支店
6152641,■元気市場たかはし,1300069,ボーキ佐藤株式会社山形支店
6152643,■合同会社ピュア13,1300029,今津株式会社
6152644,■三協,1303189,ヤマエ久野株式会社大阪支店食品課
6152645,■三本珈琲,1301282,ボーキ佐藤株式会社秋田支店
6152646,■山形ソルト商事株式会社,1302952,丸大堀内株式会社山形支店
6152647,■事務キチつちや　,1300206,●株式会社マルイチ産商食品事業部長野支店
6152649,■新鮮屋オタギリ,1300206,●株式会社マルイチ産商食品事業部長野支店
6152650,■生活協同組合あきた,1301282,ボーキ佐藤株式会社秋田支店
6152651,■生活協同組合おおさかパルコープ,1300153,国分西日本株式会社近畿支社
6152652,■生活協同組合コープこうべ,1300153,国分西日本株式会社近畿支社
6152653,■生鮮いちばん土崎店,1301282,ボーキ佐藤株式会社秋田支店
6152655,■誠勢同動株式会社,1300152,国分九州株式会社
6152656,■前畠商事株式会社,1300137,株式会社サンヨー堂福岡支店
6152657,■全日本食品株式会社,1300171,全日本食品株式会社関東支社
6152658,■大阪いずみ市民生活協同組合,1300153,国分西日本株式会社近畿支社
6152659,■中央マート,1301748,株式会社湧川商会
6152660,■中山牧場,1300033,藤徳物産株式会社福山支店
6152661,■中島製茶株式会社,1301421,国分北海道株式会社
6152662,■仲程商店,1301748,株式会社湧川商会
6152663,■町の直売所2号店,1305584,丸大堀内株式会社青森支店
6152664,■渡辺生鮮館,1300032,藤徳物産株式会社岡山支店
6152665,■都城市場,1300137,株式会社サンヨー堂福岡支店
6152666,■東急ライフ,1300206,●株式会社マルイチ産商食品事業部長野支店
6152667,■東中国イシコ建機株式会社,1300025,加藤産業株式会社中四国支社岡山支店
6152668,■藤澤福知山支店,1300077,株式会社大物
6152669,■南アルプス農業協同組合,1300205,〇株式会社マルイチ産商商品事業部松本支店
6152670,■伯山交通,1300195,ボーキ佐藤株式会社仙台支店
6152671,■柏木商店,1303013,三井物産流通グループ株式会社中部支社中部営業部
6152673,■繁栄,1303189,ヤマエ久野株式会社大阪支店食品課
6152674,■不二家チェーン,1300022,加藤産業株式会社中部支社名古屋支店
6152675,■福井県経済農業協同組合,1300022,加藤産業株式会社中部支社名古屋支店
6152676,■福井県民生活協同組合,1300995,カナカン株式会社食品福井営業所
6152678,■福島青果商協,1300068,ボーキ佐藤株式会社福島営業所
6152681,■有限会社いしかわ,1302002,株式会社日本アクセス山陰支店
6152682,■有限会社ウィリー,1300137,株式会社サンヨー堂福岡支店
6152683,■有限会社エニクロ,1301421,国分北海道株式会社
6152685,■有限会社まるきた商店,1300202,ボーキ佐藤株式会社一関営業所
6152688,■株式会社熊谷商店,1300061,伊藤忠食品株式会社東日本営業部
6152690,■有限会社斎新商店,1300202,ボーキ佐藤株式会社一関営業所
6152694,■有限会社静岡ワールドフーズ,1302957,国分中部株式会社静岡支店
6152695,■有限会社太陽商事,1300126,株式会社日本アクセス長崎支店
6152696,■有限会社大和ストア,1303013,三井物産流通グループ株式会社中部支社中部営業部
6152697,■有限会社中央市場,1301608,加藤産業株式会社東北支社秋田支店
6152698,■有限会社藤丸食品,1301619,旭食品株式会社宮崎営業所
6152699,■有限会社菱富,1300077,株式会社大物
6152700,■有限会社あさひ,1300062,伊藤忠食品株式会社東海営業本部
6152701,■ENEOS株式会社,1300148,国分首都圏株式会社GMS営業部
6152702,■株式会社ユウキヤ,1300002,株式会社日本アクセス北関東支店
6153381,■株式会社ライフコーポレーション（大阪）,1303384,国分西日本株式会社近畿支社（ライフ）
6153382,■フレッシュショップトマトチェーン株式会社,1300059,旭食品株式会社四国支店
6153965,■JAしみずサービス,1302957,国分中部株式会社静岡支店
6153966,■JC生鮮市場690,1300206,●株式会社マルイチ産商食品事業部長野支店
6153969,■エムエスエイ株式会社,1301804,加藤産業株式会社南近畿支社阪南支店
6153970,■カネハチ,1302957,国分中部株式会社静岡支店
6153973,■クックマート株式会社,1300114,株式会社昭和加工食品部
6153974,■グローリージャパン,1301804,加藤産業株式会社南近畿支社阪南支店
6153977,■しみずや,1300206,●株式会社マルイチ産商食品事業部長野支店
6153979,■スーパーミナミ,1301748,株式会社湧川商会
6153980,■すずまーとサンショップ,1300202,ボーキ佐藤株式会社一関営業所
6153982,■センターシティマネジメント,1301853,ヤマエ久野株式会社宮崎支店食品課
6153984,■タマモ,1300034,藤徳物産株式会社香川支店
6153988,■はりまや,1300206,●株式会社マルイチ産商食品事業部長野支店
6153992,■ほりた商店,1300184,カナカン株式会社食品富山営業所
6153993,■マツオカ,1300062,伊藤忠食品株式会社東海営業本部
