대표슈퍼코드,대표슈퍼명,판매처코드,판매처명
6153994,■マルキフード,1302957,国分中部株式会社静岡支店
6153995,■マルタマフーズG,1303189,ヤマエ久野株式会社大阪支店食品課
6153997,■ミートピアホートク,1300062,伊藤忠食品株式会社東海営業本部
6153998,■ランディーズ,1300032,藤徳物産株式会社岡山支店
6153999,■リテイルサポート,1302036,国分西日本株式会社山陰支店
6154001,■奥原ストアー,1301748,株式会社湧川商会
6154002,■家近物産,1301852,ヤマエ久野株式会社大分支店食品課
6154003,■街の直売所,1300198,ボーキ佐藤株式会社青森支店
6154005,■株式会社Sunnyrex,1300153,国分西日本株式会社近畿支社
6154006,■株式会社あいのや,1302651,ボーキ佐藤株式会社仙台支店（千坂）
6154007,■株式会社ウィンマート,1302651,ボーキ佐藤株式会社仙台支店（千坂）
6154008,■株式会社エスシーエム,1301421,国分北海道株式会社
6154010,■株式会社サクラフーズ,1306524,カナカン株式会社外食新潟営業所
6154011,■株式会社サンシー,1301748,株式会社湧川商会
6154014,■株式会社スーパーとびしま,1300198,ボーキ佐藤株式会社青森支店
6154019,■株式会社フード福井,1300995,カナカン株式会社食品福井営業所
6154020,■株式会社愛和,1300189,コゲツ産業（株）福岡支店
6154021,■株式会社越後屋,1300206,●株式会社マルイチ産商食品事業部長野支店
6154022,■株式会社華,1300995,カナカン株式会社食品福井営業所
6154023,■株式会社舘原商店,1300152,国分九州株式会社
6154025,■株式会社隅倉,1300137,株式会社サンヨー堂福岡支店
6154026,■株式会社古田屋,1301863,株式会社メイカングループ浜松本社
6154027,■株式会社広島ママチェーン,1300182,広川株式会社営業本部
6154028,■株式会社高木酒店,1300206,●株式会社マルイチ産商食品事業部長野支店
6154029,■株式会社山大藤森商店,1301421,国分北海道株式会社
6154030,■株式会社秋津船食,1302957,国分中部株式会社静岡支店
6154031,■株式会社昭和堂,1300184,カナカン株式会社食品富山営業所
6154032,■株式会社上野商事,1300152,国分九州株式会社
6154033,■株式会社星野リゾート,1301421,国分北海道株式会社
6154035,■株式会社八百ひで,1300062,伊藤忠食品株式会社東海営業本部
6154036,■株式会社琉球デリカサービス,1301748,株式会社湧川商会
6154038,■株式会社大塚商会,1300061,伊藤忠食品株式会社東日本営業部
6154039,■丸水秋田中央水産株式会社,1301389,国分東北株式会社秋田支店
6154041,■熊井商店,1300152,国分九州株式会社
6154045,■広協商事株式会社,1300182,広川株式会社営業本部
6154046,■江戸屋本店,1300196,ボーキ佐藤株式会社会津若松支店
6154047,■合資会社サンエス白萩,1300030,国分東北株式会社仙台支店
6154048,■崎原商店,1301748,株式会社湧川商会
6154049,■酒のＡＢＣグループ,1306257,日本酒類販売（株）西日本本部大阪オフィス
6154050,■住田株式会社,1300182,広川株式会社営業本部
6154051,■昭和産業,1300205,〇株式会社マルイチ産商商品事業部松本支店
6154053,■新昭和食品,1301863,株式会社メイカングループ浜松本社
6154055,■菅文,1301283,ボーキ佐藤株式会社八戸営業所
6154056,■西条商事,1300182,広川株式会社営業本部
6154057,■西濃酒販,1300062,伊藤忠食品株式会社東海営業本部
6154058,■静岡経済連,1301863,株式会社メイカングループ浜松本社
6154060,■鮮国市場,1300199,ボーキ佐藤株式会社郡山支店
6154063,■大栄食品,1301748,株式会社湧川商会
6154065,■第一スーパー,1300206,●株式会社マルイチ産商食品事業部長野支店
6154066,■中西商店　　　　　　　　　　　　　　　　,1300633,カナカン株式会社金沢支店食品金沢営業所
6154067,■中田商店,1301283,ボーキ佐藤株式会社八戸営業所
6154068,■長井商店,1301748,株式会社湧川商会
6154071,■萩原酒店,1302957,国分中部株式会社静岡支店
6154072,■福一,1300198,ボーキ佐藤株式会社青森支店
6154075,■有限会社スーパーしんや,1300183,カナカン株式会社食品七尾営業所
6154076,■有限会社スーパー小寺,1300062,伊藤忠食品株式会社東海営業本部
6154077,■有限会社なかたストアー,1300182,広川株式会社営業本部
6154078,■有限会社ファミリーマートさとう,1300198,ボーキ佐藤株式会社青森支店
6154079,■有限会社まさるフーズ,1300126,株式会社日本アクセス長崎支店
6154082,■有限会社宇野澤商店,1301395,ユアサ・フナショク株式会社旭支店
6154083,■有限会社小崎食料品店,1301421,国分北海道株式会社
6154084,■有限会社食彩エフ,1300205,〇株式会社マルイチ産商商品事業部松本支店
6154085,■有限会社知念商会,1301748,株式会社湧川商会
6154086,■有限会社仲松商事,1300137,株式会社サンヨー堂福岡支店
6154088,■有限会社野手商店,1300820,国分関信越株式会社栃木支社
6154089,■有限会社野田食品,1301283,ボーキ佐藤株式会社八戸営業所
6154091,■与儀商店株式会社,1301748,株式会社湧川商会
6154098,■JA福井県経済連,1300022,加藤産業株式会社中部支社名古屋支店
6154102,■株式会社吉寅商店,1302036,国分西日本株式会社山陰支店
6154105,■アークランズ株式会社,1300806,加藤産業株式会社北関東支社新潟支店
6154116,■ＪＡ山口県,1300006,加藤産業株式会社九州支社福岡支店
6154333,■株式会社山岸(ホームセンターヤマキシ/福井),1300062,伊藤忠食品株式会社東海営業本部
6154334,■もったいない村,1300071,ボーキ佐藤株式会社新潟支店
6154337,■株式会社魚さいとう,1300071,ボーキ佐藤株式会社新潟支店
6154340,■グリーンシティー,1302036,国分西日本株式会社山陰支店
6154343,■株式会社ルーキーファーム,1301421,国分北海道株式会社
6154347,■105ストアー,1301748,株式会社湧川商会
6154352,■ナカハラストアー,1301748,株式会社湧川商会
6154356,■株式会社スポット(ピアレマート/ウオエイ/良食生活館),1300071,ボーキ佐藤株式会社新潟支店
6154358,■伊藤忠商事株式会社,1303929,カナカン株式会社長野営業所
6154360,■オクダ商店,1300077,株式会社大物
6154361,■マンガ倉庫,1301852,ヤマエ久野株式会社大分支店食品課
6154366,■株式会社本荘消費,1300176,丸大堀内株式会社秋田支店
6154371,■内山食品,1300184,カナカン株式会社食品富山営業所
6154374,■島原雲仙農協,1303045,ヤマエ久野株式会社長崎支店食品課
6154379,■宮川屋,1300196,ボーキ佐藤株式会社会津若松支店
6154380,■ドラッグストアヘイセイ,1302651,ボーキ佐藤株式会社仙台支店（千坂）
6154384,■肉と生鮮ジャンボ市敷島や,1300182,広川株式会社営業本部
6154385,■塩原屋,1300199,ボーキ佐藤株式会社郡山支店
6154387,■中島食品,1303189,ヤマエ久野株式会社大阪支店食品課
6154388,■スーパー中川,1300029,今津株式会社
6154393,■株式会社ノセボックス,1303189,ヤマエ久野株式会社大阪支店食品課
6154396,■有限会社ショッピング熊本屋,1300152,国分九州株式会社
6154398,■ハタジキ,1300182,広川株式会社営業本部
6154399,■御前屋,1302651,ボーキ佐藤株式会社仙台支店（千坂）
6154401,■株式会社ジャスティス,1300142,株式会社トーカン
6154405,■株式会社ピーナッツクラブ,1300063,伊藤忠食品株式会社西日本営業部
6154407,■株式会社米三,1300184,カナカン株式会社食品富山営業所
6154416,■有限会社玉末商店,1300679,ボーキ佐藤株式会社盛岡支店
6154417,■イーストア日の出屋,1300206,●株式会社マルイチ産商食品事業部長野支店
6154418,■株式会社モリフジ,1300184,カナカン株式会社食品富山営業所
6154419,■ちねんスーパー,1301748,株式会社湧川商会
6154420,■有限会社魚長,1301421,国分北海道株式会社
6154421,■山梨明食,1300205,〇株式会社マルイチ産商商品事業部松本支店
6154423,■オトキタ酒販株式会社,1301283,ボーキ佐藤株式会社八戸営業所
6154424,■株式会社清野屋(新潟),1300161,国分関信越株式会社信越支社新潟支店
6154425,■フクハマ,1300032,藤徳物産株式会社岡山支店
6154427,■食品館,1301360,三菱食品株式会社関西支社営業第三部
6154431,■株式会社大亜,1301748,株式会社湧川商会
6154433,■大幸大竹商店,1300820,国分関信越株式会社栃木支社
6154434,■株式会社フクハラ(スコール),1305584,丸大堀内株式会社青森支店
6154435,■サンエーベル,1302952,丸大堀内株式会社山形支店
6154436,■笹島菓子食品株式会社,1300383,国分東北株式会社郡山支店
6154438,■いそざき,1300137,株式会社サンヨー堂福岡支店
6154822,■株式会社八木橋,1300167,国分関信越株式会社埼玉支店
6154823,■フレッシュランドマルコー,1300183,カナカン株式会社食品七尾営業所
6154824,■JAライフクリエイト,1300199,ボーキ佐藤株式会社郡山支店
6154825,■加藤商店,1300196,ボーキ佐藤株式会社会津若松支店
6154826,■株式会社高平,1302651,ボーキ佐藤株式会社仙台支店（千坂）
6154827,■株式会社未来堂高山,1300184,カナカン株式会社食品富山営業所
6154828,■都農農場,1300137,株式会社サンヨー堂福岡支店
6154829,■小林米穀店,1300824,国分関信越株式会社群馬支社
6154830,■スーパーアイザワ,1300206,●株式会社マルイチ産商食品事業部長野支店
6154831,■アサヒ物産,1300136,株式会社サンヨー堂大阪支店
6154833,■ファンズソリューション株式会社,1306704,国分グループ本社株式会社フードサービス事業部
6154834,■イオンリテール西日本カンパニー,1302828,イオンリテール株式会社（兵庫RDC）
6154835,■イオンリテール株式会社東海カンパニー,1302826,イオンリテール株式会社（中部RDC）
6154836,■イオンリテール株式会社北陸信越カンパニー,1302826,イオンリテール株式会社（中部RDC）
6154837,■イオンリテール株式会社北関東カンパニー,1302822,イオンリテール株式会社（関東RDC）
6154838,■イオンリテール株式会社南関東カンパニー,1302822,イオンリテール株式会社（関東RDC）
6154839,■イオン東北株式会社,1300003,加藤産業株式会社南関東支社南東京支店
6154840,■オーディエー株式会社,1300029,今津株式会社
6154841,■北乃屋,1300029,今津株式会社
6154842,■ジュピターコーヒー株式会社,1304029,株式会社ジェイエム（ジュピターコーヒー(株)）
6154843,■株式会社大光,1301861,株式会社大光アミカ事業部輪之内物流センター
6154844,■株式会社ジョイフル本田,1300061,伊藤忠食品株式会社東日本営業部
6154845,■株式会社Ａコープ長野,1300205,〇株式会社マルイチ産商商品事業部松本支店
6154848,■イオンウエルシア九州株式会社,1300006,加藤産業株式会社九州支社福岡支店
6154863,■(株)新茨城食品商会,1301581,ユアサ・フナショク株式会社旭支店倉庫
6154911,■川岸商店,1300058,旭食品株式会社関東支店
6155192,■有限会社川村商店,1301421,国分北海道株式会社
6155266,■パレッテ株式会社,1300004,加藤産業株式会社南関東支社湘南支店
6155507,■ケンチャンストアー,1301748,株式会社湧川商会
6156155,■株式会社ビッグワン,1301748,株式会社湧川商会
6156156,■株式会社大阪屋ショップ,1300163,国分中部株式会社
6156374,■南塚口センターセブン,1305013,旭食品株式会社大阪支店
6156461,■株式会社きさらぎ,1300050,旭食品株式会社中四国支社高知支店
6156462,■イオンネクスト株式会社,1300008,加藤産業株式会社東関東支社千葉支店
6156695,■株式会社ワンステップ,1300019,加藤産業株式会社西近畿支社神姫支店
6157254,■シ－エツクスカ－ゴ,1300080,三菱食品株式会社九州支社営業D
6157273,■特鮮食品卸ベンダーアロス尾張旭店,1301629,旭食品株式会社名古屋支店
6157359,■岐阜産研工業株式会社ギフト事業部,1301622,ヤマキ株式会社静岡倉庫
6157435,■株式会社ナフコ,1301614,旭食品株式会社広島支店
6157532,■株式会社東日本トランスポート,1300014,加藤産業株式会社北関東支社多摩支店
6157721,■有限会社白銀屋商店,1301616,*旭食品株式会社境港支店
6158065,■株式会社ゆきひろMATE栗原店,1300543,株式会社日本アクセス福山支店物流センタｰ
6158197,■株式会社六字屋,1301506,株式会社日本アクセス姫路支店物流センター
6159089,■協同食品株式会社,1302957,国分中部株式会社静岡支店
6159121,■株式会社橋本酒店,1300058,旭食品株式会社関東支店
6160193,■有限会社小専商店,1300822,国分東北株式会社盛岡支店
6160194,■株式会社たか久,1300823,国分東北株式会社青森支店
6160195,■明治信和産業株式会社,1301421,国分北海道株式会社
6160627,■株式会社九州屋,1300014,加藤産業株式会社北関東支社多摩支店
6160628,■株式会社てらお食品(生鮮市場てらお/千葉),1300058,旭食品株式会社関東支店
6160629,■株式会社ユーカリ,1300058,旭食品株式会社関東支店
6160900,■有限会社関食品(山形),1302952,丸大堀内株式会社山形支店
6160901,■Mik株式会社,1305584,丸大堀内株式会社青森支店
6160904,■有限会社ナカムラフーズ,1301373,株式会社日本アクセス千葉支店
6160905,■株式会社角屋米穀,1301399,ユアサ・フナショク株式会社横浜支店
6160906,■株式会社見田元七商店,1301657,三井物産流通Ｇ（株）三井食品ユニット首都圏中央営業4室関信越
6160908,■株式会社ロウィンズ,1301370,株式会社日本アクセス東京中央支店
6160909,■株式会社フライフィッシュ,1303189,ヤマエ久野株式会社大阪支店食品課
6160912,■有限会社須山商店,1300032,藤徳物産株式会社岡山支店
6160913,■山晃商事株式会社,1300011,加藤産業株式会社北近畿支社北大阪支店
6160914,■株式会社フレッシュフーズファクトリー(大分),1301235,国分九州株式会社大分支店
6160915,■スーパーなかそね,1301748,株式会社湧川商会
6160916,■株式会社SOMES,1300137,株式会社サンヨー堂福岡支店
6160920,■株式会社朝日エアポートサービス,1300063,伊藤忠食品株式会社西日本営業部
6160921,■小林商事株式会社,1300061,伊藤忠食品株式会社東日本営業部
6160922,■株式会社丸徳,1300020,加藤産業株式会社西近畿支社阪神支店
6160923,■株式会社フジマート四国,1300027,加藤産業株式会社中四国支社四国支店
6160924,■南さつま農業協同組合,1301995,国分九州株式会社沖縄支店ホクガン物流センター
6161550,■株式会社フレッシュカーゴ,1300058,旭食品株式会社関東支店
6161819,■株式会社ニチエー,1300028,加藤産業株式会社中四国支社広島支店
6161820,■株式会社あいちょう釧路,1301421,国分北海道株式会社
6161830,■いずみサポート株式会社,1300055,旭食品株式会社松山支店
6162160,■株式会社松戸萬味,1301336,ユアサ・フナショク株式会社松戸支店
6162161,■嶋津トレーディング,1300179,丸大堀内株式会社横手支店
6162163,■小林米殻店,1300073,ボーキ佐藤株式会社群馬営業所
6162172,■株式会社shoichi,1306940,株式会社久世
6162173,■有限会社コウゲンフーズ,1301624,旭食品株式会社和歌山支店
6162174,■有限会社金田商店,1300032,藤徳物産株式会社岡山支店
6162175,■株式会社昆布寅,1300077,株式会社大物
6162176,■株式会社アスディライト,1300077,株式会社大物
6162177,■株式会社山憲商店(岐阜),1300062,伊藤忠食品株式会社東海営業本部
6162178,■有限会社トーカイメディア・フーズ,1300062,伊藤忠食品株式会社東海営業本部
6162180,■株式会社かきこや,1300062,伊藤忠食品株式会社東海営業本部
6162300,■株式会社北神商事,1301421,国分北海道株式会社
6162310,■株式会社倉府食品,1301951,加藤産業株式会社九州支社長崎支店
6162512,■株式会社 阪急キッチンエール関西,1301502,株式会社日本アクセス京都支店物流センター
6163094,■株式会社ヤマモトヤ,1300062,伊藤忠食品株式会社東海営業本部
6163095,■株式会社八戸港船食,1301283,ボーキ佐藤株式会社八戸営業所
6163096,■株式会社エム・ワン・エンタープライズ,1300152,国分九州株式会社
6163097,■有限会社三河屋スーパー,1300152,国分九州株式会社
6163098,■嬬恋農協,1300206,●株式会社マルイチ産商食品事業部長野支店
6163099,■マルトシ,1300205,〇株式会社マルイチ産商商品事業部松本支店
6163102,■株式会社マルイ(山陰),1301675,三菱食品（株）中四国支社営業グループ岡山ユニット
6163111,■株式会社山陽ハイクリーナー,1300031,国分西日本株式会社岡山支店
6163120,■株式会社アイ・エム・シー,1300063,伊藤忠食品株式会社西日本営業部
6163131,■有限会社菊屋,1301572,株式会社日本アクセス福岡支店
6163432,■有限会社丸ワイフードセンター(岐阜/マルワイF),1300062,伊藤忠食品株式会社東海営業本部
6163433,■株式会社さのや,1300062,伊藤忠食品株式会社東海営業本部
6163817,■三浦商事株式会社,1302935,旭食品株式会社中四国支社九州中央支店
6164484,■株式会社神戸物産東日本,1304148,関原酒造株式会社東日本
6164485,■イオンリテールストア株式会社南関東カンパニー,1302822,イオンリテール株式会社（関東RDC）
6164486,■株式会社コノミヤ東海,1300029,今津株式会社
6164487,■DCM株式会社,1300114,株式会社昭和加工食品部
6164488,■イオンリテールストア東海カンパニー,1302826,イオンリテール株式会社（中部RDC）
6164489,■株式会社マルヤス(大阪),1300118,株式会社日本アクセス大阪支店
6164490,■トモシア株式会社,1301615,旭食品株式会社中国支店
6164500,■株式会社マエダ(マークスグループ),1303714,株式会社日本アクセス郡山支店
6164501,■株式会社アエナ,1300029,今津株式会社
6164502,■イオンリテールストア北関東カンパニー,1302822,イオンリテール株式会社（関東RDC）
6164503,■ヴィルマルシェ,1300008,加藤産業株式会社東関東支社千葉支店
6164632,■西條商事株式会社(ショージ/広島),1300595,広川株式会社岡山支店
6164633,■株式会社テンプラス(札幌/菓子卸),1306922,コンフェックス株式会社札幌支店
6164634,■AKR共栄会(大阪),1300019,加藤産業株式会社西近畿支社神姫支店
6164635,■楽天株式会社,1303648,三菱食品株式会社開発本部ネット事業部
6164636,■株式会社東乾(大阪/卸),1300077,株式会社大物
6164637,■ドン・キホーテ山梨,1300205,〇株式会社マルイチ産商商品事業部松本支店
6164638,■株式会社ホームセンターみつわ(福井),1300164,国分中部株式会社北陸支社
6164639,■霧島商会,1300029,今津株式会社
6164640,■有限会社神野商店(フードセンターかんの),1301421,国分北海道株式会社
6164641,■株式会社市印相沢食料百貨店,1301421,国分北海道株式会社
6164642,■有限会社クレユー(広島菓子卸),1306554,株式会社髙山岡山支店
6164643,■有限会社横越マルフネ(新潟),1300071,ボーキ佐藤株式会社新潟支店
6164644,■株式会社フーズマーケットホック(島根),1302036,国分西日本株式会社山陰支店
6164645,■アークランズ株式会社(ムサシ食品館),1300806,加藤産業株式会社北関東支社新潟支店
6164646,■株式会社アドバンスクリヤマ(スパーマーケットシミズヤ),1301365,三菱食品（株）営業第二本部長岡支店
6164647,■有限会社仲村商店,1301374,株式会社日本アクセス東京中央支店(1)
6164648,■株式会社SYNABIZ(品川/EC),1303648,三菱食品株式会社開発本部ネット事業部
6164649,■ヨシゾノ食品有限会社(宮崎卸),1301853,ヤマエ久野株式会社宮崎支店食品課
6164650,■株式会社ケンメイ(静岡/卸),1300062,伊藤忠食品株式会社東海営業本部
6164651,■スーパードラッグいりき(宮崎),1300137,株式会社サンヨー堂福岡支店
6164652,■有限会社森原商店,1301615,旭食品株式会社中国支店
6164653,■キャリテック株式会社,1300099,三菱食品株式会社営業第一本部第一グループ
6164654,■リカー＆ドラッグ四ツ目屋,1300206,●株式会社マルイチ産商食品事業部長野支店
6164660,■茨城大学生活協同組合,1302020,国分首都圏株式会社CVS営業部
6164661,■株式会社有佐スーパー(熊本/ありさスーパー),1301572,株式会社日本アクセス福岡支店
6164662,■JA静岡経済連,1302957,国分中部株式会社静岡支店
6164663,■株式会社ニューマルシェ(大阪),1300011,加藤産業株式会社北近畿支社北大阪支店
6164664,■入来薬品有限会社(宮崎),1301853,ヤマエ久野株式会社宮崎支店食品課
6164665,■協同組合熊本スーパーマーケットグループ(CGC),1301850,ヤマエ久野株式会社熊本支店食品課
6164666,■株式会社ユアピース(大阪),1305013,旭食品株式会社大阪支店
6164667,■エムマート(熊本),1300152,国分九州株式会社
6164668,■大学生活協同組合関西北陸事業連合,1302020,国分首都圏株式会社CVS営業部
6164669,■TKO物産株式会社(大阪/アジアンフーズ),1305013,旭食品株式会社大阪支店
6164670,■株式会社角田商店,1300183,カナカン株式会社食品七尾営業所
6164671,■株式会社しげのや(千葉),1301336,ユアサ・フナショク株式会社松戸支店
6164672,■株式会社テキサス(帯広),1301421,国分北海道株式会社
6164673,■I&H株式会社(阪神調剤薬局),1300773,ヤマエ久野株式会社食品福岡支店
6164674,■鹿児島大学生活協同組合,1301994,国分九州株式会社沖縄支店
6164675,■株式会社サンエイ(長野P店),1300206,●株式会社マルイチ産商食品事業部長野支店
6164676,■エクスプライス株式会社(東京/EC/DCM),1306704,国分グループ本社株式会社フードサービス事業部
6164677,■有限会社末広マート(松山),1300055,旭食品株式会社松山支店
6164678,■株式会社渋谷レックス,1300068,ボーキ佐藤株式会社福島営業所
6164679,■なか六新鮮屋(福岡),1300152,国分九州株式会社
6164680,■たけさわストア(岩手),1301283,ボーキ佐藤株式会社八戸営業所
6164681,■田中八商店(熊本),1300152,国分九州株式会社
6164682,■神戸市小売市場連合会,1301627,旭食品株式会社神戸支店
6164683,■株式会社奈良ドラッグ(エムズ),1300020,加藤産業株式会社西近畿支社阪神支店
6164930,■東海コープ事業連合(ぎふ・あいち・みえ),1300163,国分中部株式会社
6164931,■西村ジョイ株式会社,1301614,旭食品株式会社広島支店
6196160,■株式会社爽快ドラッグ,1300088,三菱食品株式会社営業第二本部神奈川エリアオフィス
6196161,■株式会社グッデイ,1306147,三井食品株式会社福岡KBセンター（DC）
6196410,■エンド商事株式会社(大阪業務用卸),1300077,株式会社大物
6196411,■万代(宮城),1302651,ボーキ佐藤株式会社仙台支店（千坂）
6196420,■辛メーター株式会社,1300152,国分九州株式会社
6196990,■株式会社大黒,1300191,コゲツ産業（株）熊本支店
6197370,■関西陸運株式会社,1300026,加藤産業株式会社中四国支社高松支店
6197371,■株式会社セルシオ(鶴見),1300056,旭食品株式会社首都圏支店
6197372,■株式会社フォーシーズHD(福岡),1300058,旭食品株式会社関東支店
6197373,■特鮮食品卸ベンダーアロス尾張旭店,1301629,旭食品株式会社名古屋支店
6197374,■有限会社ショップ味っ子,1301615,旭食品株式会社中国支店
6197375,■東陽物流株式会社尾張西営業所,1301629,旭食品株式会社名古屋支店
6197376,■ビック酒販(ビックカメラ),1300163,国分中部株式会社
6197377,■株式会社東京ロジテック,1300014,加藤産業株式会社北関東支社多摩支店
6197378,■平野ストアー,1300163,国分中部株式会社
6197379,■釜利谷米穀店,6154869,釜利谷米穀店
6197620,■鹿島食品株式会社,1301395,ユアサ・フナショク株式会社旭支店
6200820,■株式会社なの花西日本,1305013,旭食品株式会社大阪支店
6201230,■株式会社マルイ（新潟）,1300161,国分関信越株式会社信越支社新潟支店
6201750,■株式会社迫田,1307133,日本酒類販売（株）西日本本部福岡オフィス
